name,status,headquarter,industry
Turing Pharmaceuticals,approved,"New York, New York, United States","Biopharma, Biotechnology, Medical"
Trustly Group AB,approved,"Stockholm, Stockholms Lan, Sweden","E-Commerce, Finance, FinTech, Internet, Payments, Privacy, Security, Social Media"
Livelike,approved,"New York, New York, United States","Broadcasting, Mobile Apps, Software, Sports, Virtual Reality"
Urban Airship,rejected,"Portland, Oregon, United States","Analytics, Information Technology, Messaging, Mobile"
BYJU’S,approved,"Bangalore, Karnataka, India","EdTech, Education, Higher Education, Secondary Education"
Acumatica,live,"Kirkland, Washington, United States","Cloud Computing, CRM, Developer Tools, Enterprise Software, SaaS, Software"
Gazprom,live,"Moscow, Moscow City, Russian Federation","Business Intelligence, Energy, Energy Efficiency"
Kymeta,approved,"Redmond, Washington, United States","Aerospace, Hardware, Mobile, Satellite Communication, Software"
Enigma,rejected,"New York, New York, United States","Big Data, Compliance, GovTech, Open Source"
Carousell,signed_up,"Singapore, Central Region, Singapore","Consumer, iOS, Mobile"
Bazaarvoice,live,"Austin, Texas, United States","Content, E-Commerce, SaaS, Social Media"
Secret,live,"San Francisco, California, United States","Apps, Internet, Social Media"
MetricStream,signed_up,"Palo Alto, California, United States","Enterprise, Enterprise Software, Risk Management"
Jscrambler,live,"Porto, Lisboa, Portugal","Cyber Security, Security, Web Apps, Web Development"
Riot Games,rejected,"Los Angeles, California, United States","Computer, Developer Platform, PC Games, Video Games"
Guild Education,approved,"Denver, Colorado, United States","Career Planning, Education, Employee Benefits"
INFINIDAT,rejected,"Herzliya, Tel Aviv, Israel","Big Data, Cloud Infrastructure, Data Center, Information Technology"
SnapLogic,rejected,"San Mateo, California, United States","Cloud Computing, Cloud Data Services, Data Integration, Enterprise Software, Internet, SaaS"
Modernizing Medicine,rejected,"Boca Raton, Florida, United States","Health Care, Information Technology, Software"
Starbreeze,rejected,"Stockholm, Stockholms Lan, Sweden","Digital Entertainment, PC Games, Playstation, Virtual Reality"
Meraki,approved,"San Francisco, California, United States","Cloud Computing, Network Security, Wireless"
Virtru,live,"Washington, District of Columbia, United States","Information Technology, Security, Software"
Talkspace,live,"New York, New York, United States","Consulting, Health Care, Therapeutics"
TechCrunch,live,"San Francisco, California, United States","Digital Media, Events, Internet, News"
Tricida,rejected,"Menlo Park, California, United States","Biotechnology, Health Care, Pharmaceutical"
Chrono24,rejected,"Karlsruhe, Baden-Wurttemberg, Germany","E-Commerce, Fashion, Lifestyle"
Blue Apron,live,"New York, New York, United States","Delivery, E-Commerce, Food and Beverage"
Republic Protocol ,rejected,"Singapore, Central Region, Singapore","Bitcoin, Cryptocurrency, Ethereum, Internet"
MedGenome Inc.,live,"Bangalore, Karnataka, India","Biotechnology, Genetics, Health Care, Medical"
PropertyGuru,live,"Singapore, Central Region, Singapore","E-Commerce, Online Portals, Real Estate"
T2 Biosystems,rejected,"Lexington, Massachusetts, United States","Biotechnology, Health Care, Health Diagnostics"
Bankera,live,"Vilnius, Vilniaus Apskritis, Lithuania","Banking, Financial Services, Payments"
M-KOPA,signed_up,"Nairobi, Nairobi Area, Kenya","Energy, Financial Services, Mobile"
bitFlyer,live,"Japan, Asia","Bitcoin, Crowdfunding, E-Commerce, FinTech"
Sensor Tower,signed_up,"San Francisco, California, United States","Analytics, Android, Big Data, iOS, Market Research, Mobile, Mobile Apps"
Conga,signed_up,"Broomfield, Colorado, United States","Cloud Computing, Enterprise Software, Information Technology"
Change Healthcare,rejected,"Brentwood, Tennessee, United States","Education, Health Care, Information Technology"
Convoy,rejected,"Seattle, Washington, United States","Logistics, Marketplace, Service Industry, Transportation, Virtual Goods"
Drover,live,"London, England, United Kingdom","Automotive, Insurance, Marketplace, SaaS"
Outcome Health,signed_up,"Chicago, Illinois, United States","Advertising Platforms, Broadcasting, Content, Digital Media, Health Care, Information Technology, Publishing"
Pivotal,rejected,"San Francisco, California, United States","Big Data, Cloud Computing, Enterprise Software, PaaS, Software"
uBiome,live,"San Francisco, California, United States","Health Care, Machine Learning, Quantified Self"
GetYourGuide,approved,"Berlin, Berlin, Germany","Internet, Tourism, Travel"
Skilljar,rejected,"Seattle, Washington, United States","B2B, Enterprise Software, Internet, SaaS, Software, Training"
Drive.ai,live,"Mountain View, California, United States","Artificial Intelligence, Automotive, Autonomous Vehicles, Machine Learning, Robotics, Software"
VMware,rejected,"Palo Alto, California, United States","Cloud Infrastructure, Cloud Management, Enterprise Software"
Skillshare,signed_up,"New York, New York, United States","E-Commerce, E-Learning, EdTech, Education"
otonomo,approved,"Herzliya, Tel Aviv, Israel","Automotive, Autonomous Vehicles, SaaS, Software, Transportation"
Aphria,signed_up,"Canada, North America","Alternative Medicine, Medical, Pharmaceutical"
Proterra,signed_up,"Burlingame, California, United States","Battery, Energy Storage, Public Transportation, Renewable Energy"
WeddingWire,signed_up,"Chevy Chase, Maryland, United States","Events, Internet, Wedding"
Didi Chuxing,live,"Beijing, Beijing, China","Mobile Apps, Public Transportation, Ride Sharing, Transportation"
Amplitude,signed_up,"San Francisco, California, United States","Analytics, Big Data, Mobile, Product Management, SaaS"
FleetUp,live,"Milpitas, California, United States","Fleet Management, Information Services, Information Technology"
3D Systems,live,"Rock Hill, South Carolina, United States","3D Printing, 3D Technology, Industrial Engineering, Mechanical Engineering"
CloudHealth Technologies,live,"Boston, Massachusetts, United States","Analytics, Cloud Data Services, Cloud Management, Information Services, Software"
Ritual,rejected,"Toronto, Ontario, Canada","Coffee, Food and Beverage, Mobile"
Takeda Pharmaceutical,live,"Osaka, Osaka, Japan","Biotechnology, Health Care, Health Diagnostics, Medical"
AirMap,live,"Santa Monica, California, United States","Aerospace, Autonomous Vehicles, Big Data, Drones, Navigation, Robotics"
Wayfair,live,"Boston, Massachusetts, United States","E-Commerce, Furniture, Home Decor, Retail"
Anomali,signed_up,"Redwood City, California, United States","Analytics, Cyber Security, Network Security, Open Source, Security"
Xamarin,live,"San Francisco, California, United States","Android, Developer Tools, iOS, Mobile, Software, Test and Measurement"
Radius,signed_up,"San Francisco, California, United States","Analytics, Business Intelligence, Marketing Automation, Predictive Analytics"
Leap Motion,live,"San Francisco, California, United States","Augmented Reality, Hardware, Software"
Paro,live,"Chicago, Illinois, United States","Accounting, Finance, Financial Services"
MOVE Guides,rejected,"San Francisco, California, United States","Employee Benefits, Enterprise Software, Human Resources, Transportation"
Drawbridge Inc.,rejected,"San Mateo, California, United States","Analytics, Artificial Intelligence, Big Data, Digital Marketing, Identity Management, Machine Learning, Mobile, Personalization, SaaS"
Credit Karma,rejected,"San Francisco, California, United States","Credit, Finance, FinTech, Personal Finance"
Knotel,live,"New York, New York, United States","Coworking, Events, Real Estate"
Gfycat,live,"Palo Alto, California, United States","Internet, Video, Video Streaming"
InStitchu,live,"Sydney, New South Wales, Australia","Consumer Goods, E-Commerce, Fashion, Men's"
JetSmarter,approved,"Fort Lauderdale, Florida, United States","Internet, Logistics, Transportation, Travel"
Vaultive,rejected,"Boston, Massachusetts, United States","Cloud Data Services, Enterprise Software, Security"
Pindrop,rejected,"Atlanta, Georgia, United States","Audio, Cloud Computing, Fraud Detection, Mobile, Risk Management, Security"
Sift Science,signed_up,"San Francisco, California, United States","Big Data, E-Commerce, FinTech, Fraud Detection, Machine Learning, Security"
O3b Networks,live,"The Hague, Zuid-Holland, The Netherlands","Enterprise Software, Telecommunications, Wireless"
Dataiku,rejected,"New York, New York, United States","Analytics, Big Data, Data Integration, Enterprise Software, Machine Learning"
"Procore Technologies, Inc.",live,"Carpinteria, California, United States","Construction, Project Management, SaaS, Software"
Bitstrips,approved,"Toronto, Ontario, Canada","Digital Media, Messaging, Social Media"
Jordan,live,"San Mateo, California, United States","Fashion, iOS, MMO Games, Video Games"
TrueCar,approved,"Santa Monica, California, United States","Automotive, Mobile Apps, Public Transportation"
Boughtbymany,live,"London, England, United Kingdom","Finance, FinTech, Insurance"
Roku,rejected,"Los Gatos, California, United States","Advertising Platforms, Consumer Electronics, Digital Entertainment, Hardware"
Drop,live,"Toronto, Ontario, Canada","E-Commerce, Loyalty Programs, Mobile Apps, Retail, Social Media Marketing"
FanAI Inc.,live,"Santa Monica, California, United States","eSports, Fantasy Sports, Social Media"
ELSE Corp,signed_up,"Milan, Lombardia, Italy","3D Printing, 3D Technology, Cloud Computing, ERP, Fashion, Internet of Things, Retail Technology, SaaS"
ThreatMetrix,signed_up,"San Jose, California, United States","Cyber Security, FinTech, Information Technology, Mobile, Security"
Enerkem,live,"Montréal, Quebec, Canada","Biofuel, CleanTech, Recycling, Waste Management"
Deputy,rejected,"Surry Hills, New South Wales, Australia","Compliance, Human Resources, Messaging, Mobile Apps, SaaS, Scheduling, Social, Task Management"
Sphero,live,"Boulder, Colorado, United States","Augmented Reality, Consumer Electronics, Gaming, Robotics, Software"
Actility,approved,"Paris, Ile-de-France, France","Energy Management, Internet of Things, Telecommunications"
Grand Rounds,live,"San Francisco, California, United States","Enterprise Software, Health Care, Health Diagnostics, Medical"
Arctic Wolf Networks,live,"Sunnyvale, California, United States","Big Data, Cyber Security, Network Security"
Movable Ink,approved,"New York, New York, United States","Content Marketing, Email Marketing, Personalization, Real Time, SaaS"
Quantcast,rejected,"San Francisco, California, United States","Advertising, Internet, Software"
Foundation Medicine,live,"Cambridge, Massachusetts, United States","Biotechnology, Genetics, Health Care, Medical"
Ezetap,signed_up,"Bangalore, Karnataka, India","Mobile, Payments, Point of Sale, Software"
Magic,live,"San Francisco, California, United States","Apps, Artificial Intelligence, B2B, Customer Service, Messaging, Mobile, Outsourcing, Task Management, Virtual Assistant"
ABILITY Network,signed_up,"Minneapolis, Minnesota, United States","Health Care, Hospital, Medical"
"Inscripta, Inc",rejected,"Boulder, Colorado, United States",Biotechnology
Avvo,live,"Seattle, Washington, United States","Consulting, Legal, Marketplace"
Omise,rejected,"Bangkok, Krung Thep, Thailand","FinTech, Mobile Payments, Payments"
Claire,live,"New York, New York, United States","Artificial Intelligence, Enterprise Software, Retail"
OB1,signed_up,"Fairfax, Virginia, United States","Bitcoin, Cryptocurrency, E-Commerce, Trading Platform"
Valimail,approved,"San Francisco, California, United States","Cyber Security, Email, Internet"
Osmo,live,"Palo Alto, California, United States","Consumer Electronics, Gaming, Media and Entertainment"
Stellar,signed_up,"San Francisco, California, United States","Bitcoin, Finance, Financial Services, FinTech, Non Profit, Payments"
Brandwatch,live,"Brighton, East Sussex, United Kingdom","Analytics, Database, Internet, Social Media"
BigID,live,"New York, New York, United States","Big Data, Network Security, Security"
Onfido,live,"London, England, United Kingdom","Compliance, FinTech, Identity Management, Information Technology, Internet, Security, Software"
Zerto,live,"Boston, Massachusetts, United States","Cloud Computing, Computer, Enterprise Software, Private Cloud, Software, Virtualization"
EarlySalary,live,"Pune, Maharashtra, India","Financial Services, FinTech"
ShipHawk,live,"Santa Barbara, California, United States","Logistics, SaaS, Shipping, Software, Transportation"
Bonanza,approved,"Seattle, Washington, United States","Art, Beauty, Collectibles, E-Commerce, Fashion, Lifestyle, Marketplace, Shopping"
Perfect Day Foods,live,"Cork, Cork, Ireland","Biotechnology, Food Processing"
